Organization Name,Organization Name URL,Growth Category,IPO Status,Company Type,Number of Employees,Acquisition Status,Last Funding Type,Last Funding Date,Investor Type,Founded Date,Founded Date Precision,Operating Status,Actively Hiring,Investment Stage,Number of Founders,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Investors,Headquarters Regions,Industry Groups,Most Recent Valuation Range,Growth Confidence,Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Industries,Headquarters Location,Number of Investments
SafetyCulture,https://www.crunchbase.com/organization/safetyculture,Growing,Private,For Profit,501-1000,Made Acquisitions,Secondary Market,2024-09-09,,2004-03-12,day,Active,,,1,12,,90000000,AUD,59919947,75000000,AUD,49933289,Venture - Series Unknown,293551132,USD,293551132,355064892,USD,355064892,"Blackbird Ventures, Tiger Global Management, Insight Partners, Index Ventures, Airtree Ventures",19,"Asia-Pacific (APAC), Australasia","Apps, Government and Military, Software",,Medium,,,,"Apps, Public Safety, SaaS, Software","Sydney, New South Wales, Australia",5
Clio,https://www.crunchbase.com/organization/clio,,Private,For Profit,1001-5000,Made Acquisitions,Series F,2024-07-23,,2008-10-01,day,Active,,,1,6,Late Stage Venture,900000000,USD,900000000,900000000,USD,900000000,Series F,1286000000,USD,1286000000,1286000000,USD,1286000000,"T. Rowe Price, Sixth Street, TCV, New Enterprise Associates, Goldman Sachs Asset Management",16,,"Information Technology, Professional Services, Sales and Marketing, Software",,,,,,"CRM, Legal, Legal Tech, Software","Vancouver, British Columbia, Canada",1
Ant Group,https://www.crunchbase.com/organization/ant-group,,Private,For Profit,10001+,Made Acquisitions,Debt Financing,2022-11-01,,2014-10-01,month,Active,,,1,7,Late Stage Venture,6500000000,USD,6500000000,14000000000,USD,14000000000,Series C,18500000000,USD,18500000000,28500000000,USD,28500000000,"Warburg Pincus, Sequoia Capital, Silver Lake, The Carlyle Group, Banco Bilbao Vizcaya Argentaria",22,Asia-Pacific (APAC),"Financial Services, Lending and Investments, Payments",,,,,,"Banking, Financial Services, FinTech, Payments","Hangzhou, Zhejiang, China",124
Gro Intelligence,https://www.crunchbase.com/organization/gro-intelligence,Growing,Private,For Profit,101-250,,Series B,2021-01-08,,2014-01-01,year,Closed,,,1,5,Early Stage Venture,85000000,USD,85000000,85000000,USD,85000000,Series B,114700000,USD,114700000,117609000,USD,117609000,"Intel Capital, DCVC, Notable Capital, One Planet Group, TPG Growth",13,"Greater New York Area, East Coast, Northeastern US","Agriculture and Farming, Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Science and Engineering, Software",,,,,,"Agriculture, Artificial Intelligence (AI), Big Data, Data Visualization, Information Technology, SaaS","New York, New York, United States",
Reliance Jio,https://www.crunchbase.com/organization/reliance-jio-infocomm-ltd-234,Growing,Private,For Profit,10001+,Made Acquisitions,Debt Financing,2023-10-03,,2007-01-01,year,Active,,,1,16,,166400000000,INR,1999338200,337370000000,INR,4489237314,Corporate Round,20049235082,USD,20049235082,28361990389,USD,28361990389,"Citi, HSBC, Standard Chartered Bank, HDFC Bank, Scotiabank",48,Asia-Pacific (APAC),"Apps, Consumer Electronics, Hardware, Information Technology, Internet Services, Software",,High,,,,"Apps, Consumer Electronics, Electronics, Information Services, Information Technology, Internet, Telecommunications","Mumbai, Maharashtra, India",3
Aavishkaar Venture Capital,https://www.crunchbase.com/organization/aavishkaar-goodwell,Growing,Private,For Profit,11-50,,Venture - Series Unknown,2019-09-26,Venture Capital,2001-01-01,year,Active,,"Early Stage Venture, Late Stage Venture, Secondary Market, Seed, Venture",1,2,,37000000,USD,37000000,37000000,USD,37000000,Venture - Series Unknown,62000000,USD,62000000,62000000,USD,62000000,"FMO, Triodos Bank, Shell Foundation",3,Asia-Pacific (APAC),"Financial Services, Lending and Investments",,Medium,,,,"Finance, Financial Services, Venture Capital","Mumbai, Maharashtra, India",92
Walgreens,https://www.crunchbase.com/organization/walgreens,Not Growing,Private,For Profit,10001+,Made Acquisitions,Grant,2024-07-23,,1901-01-01,year,Active,,,1,1,,25000000,USD,25000000,,,,,,,,25000000,USD,25000000,Biomedical Advanced Research and Development Authority (BARDA),1,"Greater Chicago Area, Great Lakes, Midwestern US","Commerce and Shopping, Consumer Goods, Health Care",,High,,,,"Consumer Goods, Health Care, Pharmaceutical, Retail","Deerfield, Illinois, United States",6
Cosm,https://www.crunchbase.com/organization/cosm,,Private,For Profit,51-100,Made Acquisitions,Private Equity,2024-07-31,,2020-01-01,year,Active,,,1,1,Private Equity,250000000,USD,250000000,250000000,USD,250000000,Private Equity,250000000,USD,250000000,250000000,USD,250000000,"Baillie Gifford, Avenue Capital Group, Mirasol Capital, Rock Ventures, Bolt Ventures",5,"Greater Los Angeles Area, West Coast, Western US","Information Technology, Media and Entertainment, Software, Video",,,,,,"Content, Information Technology, Media and Entertainment, Software, Video","Los Angeles, California, United States",1
XFA AI,https://www.crunchbase.com/organization/xfa-ai,,Private,For Profit,1001-5000,,Series C,2024-02-14,,2023-05-30,day,Active,,,1,3,Late Stage Venture,8400000,USD,8400000,8400000,USD,8400000,Series C,12400000,USD,12400000,12400000,USD,12400000,,,"Europe, Middle East, and Africa (EMEA)","Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Consulting, Information Technology, Software","Leeds, Leeds, United Kingdom",
Redwood Software,https://www.crunchbase.com/organization/redwood-software,Growing,Private,For Profit,251-500,"Made Acquisitions, Was Acquired",Private Equity,2024-09-10,,1993-01-01,year,Active,,,1,2,M&A,,,,,,,Private Equity,315000000,EUR,382542927,315000000,EUR,382542927,"Warburg Pincus, Turn/River Capital",2,"European Union (EU), Europe, Middle East, and Africa (EMEA)",Software,,,,,,"Enterprise Software, Software, Web Development","Houten, Utrecht, The Netherlands",
LetsGetChecked,https://www.crunchbase.com/organization/letsgetchecked,Growing,Private,For Profit,501-1000,Made Acquisitions,Convertible Note,2024-08-21,,2015-01-01,year,Active,,,1,7,Late Stage Venture,150000000,USD,150000000,20000000,USD,20000000,Series D,283000000,USD,283000000,543000000,USD,543000000,"Qiming Venture Partners, Deerfield, Casdin Capital, Optum Ventures, Elkstone Capital Partners",17,"Greater New York Area, East Coast, Northeastern US","Biotechnology, Health Care, Mobile, Science and Engineering",,,,,,"Biotechnology, Health Care, Health Diagnostics, Hospital, Medical, mHealth, Wellness","New York, New York, United States",
OrsoBio,https://www.crunchbase.com/organization/orsobio,Growing,Private,For Profit,11-50,,Series B,2024-09-06,,2021-01-01,year,Active,,,1,3,Early Stage Venture,67000000,USD,67000000,67000000,USD,67000000,Series B,127000000,USD,127000000,129300000,USD,129300000,"Eli Lilly, Enavate Sciences, Samsara BioCapital, Woodline Partners, Longitude Capital",8,"San Francisco Bay Area, Silicon Valley, West Coast","Biotechnology, Health Care, Science and Engineering",,,,,,"Biopharma, Biotechnology, Health Care, Medical, Therapeutics","Palo Alto, California, United States",
Neptune Medical,https://www.crunchbase.com/organization/neptune-medical,Growing,Private,For Profit,101-250,,Series D,2024-08-15,,2016-01-01,year,Active,,,1,3,Late Stage Venture,97000000,USD,97000000,97000000,USD,97000000,Series D,97000000,USD,97000000,97000000,USD,97000000,"Olympus, Mighty Capital, Sonder Capital, Synergy Partners International, InCube Ventures",5,"San Francisco Bay Area, West Coast, Western US","Hardware, Health Care, Science and Engineering, Software",,,,,,"Health Care, Medical, Medical Device, Robotics","Burlingame, California, United States",
TEDCO,https://www.crunchbase.com/organization/maryland-technology-development-corporation,,Private,For Profit,11-50,,Pre-Seed,2022-10-31,"Government Office, Venture Capital",1998-01-01,year,Active,,"Debt, Early Stage Venture, Seed",1,3,Seed,200000,USD,200000,200000,USD,200000,Pre-Seed,200000,USD,200000,9430000,USD,9430000,"VirgilHR, Maryland Innovation Initiative (MII)",2,"Greater Baltimore-Maryland Area, East Coast, Southern US","Financial Services, Information Technology, Lending and Investments, Professional Services",,,,,,"Consulting, Financial Services, Information Technology, Venture Capital","Columbia, Maryland, United States",223
V-Wave,https://www.crunchbase.com/organization/v-wave,,Private,For Profit,51-100,Was Acquired,Series C,2021-12-16,,2010-01-01,year,Active,,,1,5,M&A,98000000,USD,98000000,98000000,USD,98000000,Series C,226000000,USD,226000000,226000000,USD,226000000,"Deerfield, Johnson & Johnson Innovation – JJDC, Edwards Lifesciences, Pura Vida Investments, Endeavour Vision",13,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)","Biotechnology, Health Care, Science and Engineering",,,,,,"Biotechnology, Health Care, Medical, Medical Device","Caesarea, Hefa, Israel",
Kore.ai,https://www.crunchbase.com/organization/kore-ai,Growing,Private,For Profit,501-1000,,Series D,2024-01-30,,2013-01-01,year,Active,,,1,6,Late Stage Venture,150000000,USD,150000000,150000000,USD,150000000,Series D,203500000,USD,203500000,223500000,USD,223500000,"NVIDIA, FTV Capital, PNC, Dallas Venture Capital, Vistara Growth",10,"East Coast, Southern US","Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",,High,,,,"Artificial Intelligence (AI), Chatbot, Collaboration, Enterprise Software, Generative AI, Machine Learning, Natural Language Processing","Orlando, Florida, United States",
Syfe,https://www.crunchbase.com/organization/syfe,Growing,Private,For Profit,101-250,,Series C,2024-08-13,,2019-07-01,month,Active,,,1,4,Late Stage Venture,27000000,USD,27000000,27000000,USD,27000000,Series C,78920239,USD,78920239,78920239,USD,78920239,"Valar Ventures, Unbound, Rahul Mehta, Presight Capital, MPGI",12,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",Financial Services,,,,,,"Financial Services, FinTech, Wealth Management","Singapore, Central Region, Singapore",
Trunk Tools,https://www.crunchbase.com/organization/trunk-tools,,Private,For Profit,11-50,,Series A,2024-08-20,,2021-01-01,year,Active,,,1,3,Early Stage Venture,20000000,USD,20000000,20000000,USD,20000000,Series A,29900000,USD,29900000,29900000,USD,29900000,"Alumni Ventures, Redpoint, Fifth Wall, PruVen Capital, Suffolk Technologies",15,"Greater New York Area, East Coast, Northeastern US","Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), FinTech, Productivity Tools, Software","New York, New York, United States",
Baller Mixed Reality,https://www.crunchbase.com/organization/baller-mixed-reality,,Private,For Profit,1-10,Was Acquired,Seed,2022-03-15,,2021-02-15,day,Active,,,1,2,M&A,3000000,USD,3000000,3000000,USD,3000000,Seed,3150000,USD,3150000,3150000,USD,3150000,,,"Greater Miami Area, East Coast, Southern US","Artificial Intelligence (AI), Blockchain and Cryptocurrency, Commerce and Shopping, Data and Analytics, Hardware, Internet Services, Media and Entertainment, Other, Science and Engineering, Software, Sports",,,,,,"3D Technology, Artificial Intelligence (AI), Augmented Reality, Blockchain, Collectibles, Media and Entertainment, Metaverse, Semantic Web, Sports","Miami Beach, Florida, United States",
Trafigura,https://www.crunchbase.com/organization/trafigura,Growing,Private,For Profit,10001+,Made Acquisitions,Post-IPO Debt,2024-03-14,,1993-01-01,year,Active,,,1,8,,1900000000,USD,1900000000,,,,,,,,15635000000,USD,15635000000,"Sumitomo Mitsui Banking Corporation, Trade and Development Bank -TDB, Citibank UK, Export-Import Bank of the United States, Saudi EXIM",8,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Energy, Manufacturing, Natural Resources, Transportation",,Medium,,,,"Industrial, Mineral, Oil and Gas, Shipping, Supply Chain Management","Singapore, Central Region, Singapore",19
Hadrian,https://www.crunchbase.com/organization/hadrian-caa2,,Private,For Profit,101-250,Made Acquisitions,Series B,2024-02-21,,2020-11-01,month,Active,,,1,5,Early Stage Venture,92000000,USD,92000000,92000000,USD,92000000,Series B,191500000,USD,191500000,216500000,USD,216500000,"Andreessen Horowitz, Founders Fund, Shrug Capital, Silent Ventures, Construct Capital",21,"Greater Los Angeles Area, West Coast, Western US","Manufacturing, Science and Engineering, Transportation",,,,,,"Aerospace, Machinery Manufacturing, Manufacturing, Supply Chain Management","Hawthorne, California, United States",
PCF Insurance,https://www.crunchbase.com/organization/pcf-insurance,Growing,Private,For Profit,1001-5000,"Made Acquisitions, Was Acquired",Debt Financing,2024-04-24,,1998-01-01,year,Active,,,1,3,M&A,400000000,USD,400000000,500000000,USD,500000000,Private Equity,500000000,USD,500000000,1300000000,USD,1300000000,"The Carlyle Group, Owl Rock Capital, Crescent Capital Group, HGGC",4,Western US,Financial Services,,Medium,,,,"Health Insurance, Insurance, Life Insurance","Lindon, Utah, United States",
Vestas,https://www.crunchbase.com/organization/vestas,,Private,For Profit,10001+,"Made Acquisitions, Was Acquired",Grant,2024-08-27,,1898-01-01,year,Active,,,1,3,M&A,,,,,,,,,,,487487527,USD,487487527,"Australian Renewable Energy Agency, European Investment Bank, The Energy Technology Development and Demonstration Programme",3,"European Union (EU), Nordic Countries, Scandinavia","Energy, Science and Engineering, Sustainability",,,,,,"Energy, Environmental Engineering, Renewable Energy","Aarhus, Midtjylland, Denmark",3
Fireworks AI,https://www.crunchbase.com/organization/fireworks-ai,Growing,Private,For Profit,11-50,,Series B,2024-07-07,,2022-10-01,month,Active,,,1,2,Early Stage Venture,52000000,USD,52000000,52000000,USD,52000000,Series B,77000000,USD,77000000,77000000,USD,77000000,"NVIDIA, MongoDB, Sequoia Capital, AMD, Benchmark",10,"San Francisco Bay Area, Silicon Valley, West Coast","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,High,,,,"Artificial Intelligence (AI), Data Management, SaaS, Software","Redwood City, California, United States",
Atlas,https://www.crunchbase.com/organization/atlas-862e,,Private,For Profit,251-500,,Series B,2022-09-15,,2015-01-01,year,Active,,,1,2,Early Stage Venture,200000000,USD,200000000,200000000,USD,200000000,Series B,220000000,USD,220000000,220000000,USD,220000000,"Sixth Street, Guidepost Growth Equity",2,"Greater Chicago Area, Great Lakes, Midwestern US","Financial Services, Professional Services, Software",,,,,,"Financial Services, Management Consulting, Software","Chicago, Illinois, United States",
UST,https://www.crunchbase.com/organization/ust,,Private,For Profit,10001+,Made Acquisitions,Private Equity,2018-06-27,"Corporate Venture Capital, Private Equity Firm",1999-01-01,year,Active,,,1,1,Private Equity,250000000,USD,250000000,250000000,USD,250000000,Private Equity,250000000,USD,250000000,250000000,USD,250000000,Temasek Holdings,1,"Greater Los Angeles Area, West Coast, Western US","Information Technology, Professional Services",,,,,,"Consulting, Information Services, Information Technology","Aliso Viejo, California, United States",18
Campus,https://www.crunchbase.com/organization/campuswire,,Private,For Profit,11-50,,Series A,2024-04-23,,2016-08-01,month,Active,,,1,3,Early Stage Venture,23000000,USD,23000000,23000000,USD,23000000,Series A,55600000,USD,55600000,55600000,USD,55600000,"Reach Capital, Betaworks, Bloomberg Beta, Founders Fund, 8VC",17,"West Coast, Western US","Education, Software",,,,,,"EdTech, Education, Higher Education","Sacramento, California, United States",
Gradient AI,https://www.crunchbase.com/organization/gradient-a-i,,Private,For Profit,101-250,Made Acquisitions,Series C,2024-07-30,,2012-01-01,year,Active,,,1,5,Late Stage Venture,56100000,USD,56100000,56100000,USD,56100000,Series C,123184323,USD,123184323,123184323,USD,123184323,"Centana Growth Partners, Stone Point Capital, Sandbox Insurtech Ventures, American Family Ventures, MassMutual Ventures",7,"Greater Boston Area, East Coast, New England","Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Insurance, InsurTech, Machine Learning","Boston, Massachusetts, United States",
Aave,https://www.crunchbase.com/organization/ethlend,Growing,Private,For Profit,11-50,,Secondary Market,2023-08-04,Private Equity Firm,2017-05-01,day,Active,,Non Equity Assistance,1,10,,,,,,,,Venture - Series Unknown,49000000,USD,49000000,49000000,USD,49000000,"Google, IBM, Framework Ventures, Blockchain Capital, ParaFi Capital",20,"Europe, Middle East, and Africa (EMEA)","Blockchain and Cryptocurrency, Financial Services, Internet Services, Lending and Investments, Other, Payments, Software",,Medium,,,,"Cryptocurrency, Decentralized Finance (DeFi), Finance, Financial Services, FinTech, Open Source, Peer to Peer, Software, Venture Capital, Web3","London, England, United Kingdom",8
Innovate UK,https://www.crunchbase.com/organization/innovate-u-k-,Growing,Private,For Profit,101-250,,,,"Entrepreneurship Program, Venture Capital",1959-07-01,day,Active,,Grant,1,,,,,,,,,,,,,,,,,,"Europe, Middle East, and Africa (EMEA)","Financial Services, Government and Military",,Medium,,,,"Finance, Financial Services, Government","Swindon, Wiltshire, United Kingdom","1,038"
AppsForBharat,https://www.crunchbase.com/organization/appsforbharat,Growing,Private,For Profit,101-250,,Series B,2024-09-10,,2020-01-01,year,Active,,,1,5,Early Stage Venture,1511000000,INR,17992945,1511000000,INR,17992945,Series B,32192945,USD,32192945,41692945,USD,41692945,"Susquehanna Venture Capital, Elevation Capital, Matrix Partners India, Mirae Asset, Trell",23,Asia-Pacific (APAC),"Apps, Information Technology, Internet Services, Mobile, Software",,,,,,"Apps, Information Technology, Internet, Mobile Apps, Software","Bangalore, Karnataka, India",
Habyt,https://www.crunchbase.com/organization/projects,Growing,Private,For Profit,251-500,Made Acquisitions,Venture - Series Unknown,2024-09-09,,2017-02-01,month,Active,,,1,8,,40000000,EUR,44208763,40000000,EUR,44208763,Venture - Series Unknown,105800000,EUR,116761307,109800000,EUR,121613709,"Exor Ventures, HV Capital, Endeavor Catalyst, Kinnevik, Salica",14,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Commerce and Shopping, Real Estate",,Medium,,,,"Property Management, Real Estate, Rental, Rental Property","Berlin, Berlin, Germany",
Last Energy,https://www.crunchbase.com/organization/last-energy,,Private,For Profit,101-250,,Series B,2024-08-29,,2020-01-01,year,Active,,,1,3,Early Stage Venture,40000000,USD,40000000,40000000,USD,40000000,Series B,64000000,USD,64000000,64000000,USD,64000000,"Amitis Capital, First Round Capital, Quiet Capital, Gigafund, Armada Investment AG",7,"Washington DC Metro Area, Southern US","Energy, Science and Engineering, Sustainability",,,,,,"Clean Energy, Energy, Energy Management, Nuclear, Renewable Energy, Sustainability","Washington, District of Columbia, United States",
Northern Arc,https://www.crunchbase.com/organization/ifmr-capital,,Private,For Profit,251-500,Made Acquisitions,Debt Financing,2024-06-25,Venture Debt,2008-01-01,year,Active,,Debt,1,19,,6200000000,INR,74301239,3330000000,INR,39932726,Venture - Series Unknown,242747276,USD,242747276,712434389,USD,712434389,"Standard Chartered Bank, Axis Bank, LeapFrog Investments, International Finance Corporation, Sumitomo Mitsui Banking Corporation",17,Asia-Pacific (APAC),"Financial Services, Lending and Investments",,,,,,"Credit, Finance, Financial Services, FinTech","Chennai, Tamil Nadu, India",59
NEOM,https://www.crunchbase.com/organization/neom-585e,Stable,Private,Non-profit,1001-5000,,Debt Financing,2024-04-28,Government Office,2019-01-01,year,Active,,,1,1,,10000000000,SAR,2667340259,,,,,,,,10000000000,SAR,2667340259,"Al-Rajhi Bank, Alinma Bank, The Saudi Investment Bank, Bank Aljazira, Arab National Bank",6,"Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East","Government and Military, Other, Privacy and Security, Social Impact",,Low,,,,"Government, Law Enforcement, Non Profit","Riyadh, Ar Riyad, Saudi Arabia",6
DuckDuckGo,https://www.crunchbase.com/organization/duck-duck-go,Growing,Private,For Profit,101-250,,Series D,2021-08-17,,2008-02-29,day,Active,,,1,5,Late Stage Venture,10350008,USD,10350008,10350008,USD,10350008,Series D,82350008,USD,82350008,182350008,USD,182350008,"Thrive Capital, K5 Global, Quiet Capital, OMERS Ventures, Union Square Ventures",22,"Greater Philadelphia Area, Great Lakes, Northeastern US","Internet Services, Privacy and Security",$100M to $500M,,,,,"Internet, Privacy, Search Engine","Paoli, Pennsylvania, United States",1
Blue Origin,https://www.crunchbase.com/organization/blue-origin,Growing,Private,For Profit,10001+,Made Acquisitions,Secondary Market,2024-02-20,,2000-09-08,day,Active,Yes,,1,5,,,,,18000000,USD,18000000,Undisclosed,18000000,USD,18000000,185350000,USD,185350000,"NASA, E1 Ventures, United States Space Force",3,"Greater Seattle Area, West Coast, Western US","Energy, Government and Military, Manufacturing, Science and Engineering, Sustainability",,Medium,,,,"Aerospace, Manufacturing, National Security, Renewable Energy","Kent, Washington, United States",
Cognition,https://www.crunchbase.com/organization/cognition-5bd7,,Private,For Profit,1-10,,Series A,2024-04-24,,2023-11-01,month,Active,,,1,2,Early Stage Venture,175000000,USD,175000000,175000000,USD,175000000,Series A,196000000,USD,196000000,196000000,USD,196000000,"Pear VC, Founders Fund, Elad Gil, Karim Atiyeh, Fred Ehrsam",12,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Generative AI, Information Technology, Internet","San Francisco, California, United States",
PitchBook,https://www.crunchbase.com/organization/pitchbook-data,Growing,Private,For Profit,1001-5000,Was Acquired,Series B,2016-01-27,,2007-01-01,year,Active,,,1,2,M&A,10000000,USD,10000000,10000000,USD,10000000,Series B,13800000,USD,13800000,13800000,USD,13800000,"Morningstar, Brock Mansfield",2,"Greater Seattle Area, West Coast, Western US","Data and Analytics, Financial Services, Lending and Investments",,,,,,"Analytics, Finance, Venture Capital","Seattle, Washington, United States",
