Organization Name,Organization Name URL,Growth Category,IPO Status,Company Type,Number of Employees,Acquisition Status,Last Funding Type,Last Funding Date,Investor Type,Founded Date,Founded Date Precision,Operating Status,Actively Hiring,Investment Stage,Number of Founders,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Investors,Headquarters Regions,Industry Groups,Most Recent Valuation Range,Growth Confidence,Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Industries,Headquarters Location,Number of Investments
Fidelity,https://www.crunchbase.com/organization/fidelity-investments,,Private,For Profit,10001+,Made Acquisitions,Secondary Market,2020-12-28,Investment Bank,1946-01-01,year,Active,,"Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Secondary Market, Seed",1,8,,2500000,USD,2500000,,,,,,,,152825000,USD,152825000,Scott Barber,1,"Greater Boston Area, East Coast, New England","Community and Lifestyle, Financial Services, Other",,,,,,"Asset Management, Finance, Financial Services, Retirement, Wealth Management","Boston, Massachusetts, United States",492
DevRev,https://www.crunchbase.com/organization/devrev,Growing,Private,For Profit,251-500,,Series A,2024-08-09,,2020-10-20,day,Active,,,2,3,Early Stage Venture,100825173,USD,100825173,100825173,USD,100825173,Series A,150825173,USD,150825173,150825173,USD,150825173,"Khosla Ventures, Alumni Ventures, Cloud Capital, Mayfield Fund, Firebolt Ventures",13,"San Francisco Bay Area, Silicon Valley, West Coast","Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Professional Services, Sales and Marketing, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), CRM, Customer Service, Developer APIs, Developer Platform, Software","Palo Alto, California, United States",
Safe Superintelligence,https://www.crunchbase.com/organization/safe-superintelligence,,Private,For Profit,,,Series A,2024-09-04,,2024-06-20,day,Active,,,3,1,Early Stage Venture,1000000000,USD,1000000000,1000000000,USD,1000000000,Series A,1000000000,USD,1000000000,1000000000,USD,1000000000,"Andreessen Horowitz, Sequoia Capital, SV Angel, DST Global, NFDG Ventures",5,"San Francisco Bay Area, Silicon Valley, West Coast","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Information Technology, Software, Software Engineering","Palo Alto, California, United States",
Airbase,https://www.crunchbase.com/organization/airbase,,Private,For Profit,251-500,Was Acquired,Debt Financing,2022-07-15,,2017-01-01,year,Active,,,1,5,M&A,150000000,USD,150000000,11000000,USD,11000000,Series B,101500000,USD,101500000,251500000,USD,251500000,"Menlo Ventures, Alumni Ventures, Goldman Sachs, First Round Capital, Quiet Capital",22,"San Francisco Bay Area, West Coast, Western US",Financial Services,,,,,,"Finance, Financial Services, FinTech","San Francisco, California, United States",
TON Provider,https://www.crunchbase.com/organization/ton-provider,Growing,Private,For Profit,1-10,,Seed,2023-11-29,,2021-09-15,day,Active,,,1,2,Seed,2500000,USD,2500000,2500000,USD,2500000,Seed,4134090,USD,4134090,4134090,USD,4134090,,,"Europe, Middle East, and Africa (EMEA)","Blockchain and Cryptocurrency, Hardware, Information Technology, Internet Services, Other, Software",,High,,,,"Blockchain, Data Center, Information Technology, Infrastructure, Internet, IT Infrastructure, Network Hardware, Software","Zürich, Zurich, Switzerland",
FLYR,https://www.crunchbase.com/organization/flyr,Growing,Private,For Profit,501-1000,Made Acquisitions,Series D,2024-08-08,,2013-01-01,year,Active,,,3,12,Late Stage Venture,225000000,USD,225000000,225000000,USD,225000000,Series D,411842686,USD,411842686,481842686,USD,481842686,"BlackRock, Founders Fund, WestCap, Abu Dhabi Investment Authority, Marbruck",42,"Greater Los Angeles Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Transportation",$1B to $10B,,,,,"Air Transportation, Analytics, Artificial Intelligence (AI), Machine Learning, Predictive Analytics","Santa Monica, California, United States",
finally,https://www.crunchbase.com/organization/back-office-co,,Private,For Profit,101-250,,Debt Financing,2024-09-09,,2018-01-01,day,Active,,,3,9,Early Stage Venture,150000000,USD,150000000,50000000,USD,50000000,Series B,74085000,USD,74085000,309085000,USD,309085000,"500 Global, Plug and Play, PeakSpan Capital, GTMfund, Encina Lender Finance",10,"Greater Miami Area, East Coast, Southern US","Financial Services, Other, Professional Services",,,,,,"Accounting, B2B, Consulting, Financial Services, FinTech","Miami, Florida, United States",
National Institutes of Health,https://www.crunchbase.com/organization/national-institutes-of-health,,Private,Non-profit,10001+,,Grant,2017-08-15,Entrepreneurship Program,1887-01-01,day,Active,,"Grant, Seed",1,1,,5000000,USD,5000000,,,,,,,,5000000,USD,5000000,,,"Washington DC Metro Area, East Coast, Southern US","Biotechnology, Health Care, Science and Engineering",,,,,,"Biotechnology, Health Care, Health Diagnostics, Medical, Medical Device","Bethesda, Maryland, United States",898
SafetyCulture,https://www.crunchbase.com/organization/safetyculture,Growing,Private,For Profit,501-1000,Made Acquisitions,Secondary Market,2024-09-09,,2004-03-12,day,Active,,,1,12,,90000000,AUD,59919947,75000000,AUD,49933289,Venture - Series Unknown,293551132,USD,293551132,355064892,USD,355064892,"Blackbird Ventures, Insight Partners, Tiger Global Management, Index Ventures, Airtree Ventures",19,"Asia-Pacific (APAC), Australasia","Apps, Government and Military, Software",,Medium,,,,"Apps, Public Safety, SaaS, Software","Sydney, New South Wales, Australia",5
Ola,https://www.crunchbase.com/organization/ola,,Private,For Profit,5001-10000,Made Acquisitions,Series J,2022-02-22,,2010-12-03,day,Active,,,3,30,Late Stage Venture,1500000000,INR,20100098,1500000000,INR,20100098,Series J,4085962585,USD,4085962585,4966943275,USD,4966943275,"Warburg Pincus, SoftBank, Tencent, Didi, IIFL Finance",61,Asia-Pacific (APAC),"Apps, Mobile, Software, Transportation",,,,,,"Apps, Mobile, Ride Sharing, Transportation","Kormangala, Karnataka, India",4
FlapKap,https://www.crunchbase.com/organization/flapkap,Growing,Private,For Profit,11-50,,Seed,2024-09-09,,2022-01-01,year,Active,,,4,4,Seed,34000000,USD,34000000,34000000,USD,34000000,Seed,38800000,USD,38800000,38800000,USD,38800000,"BECO Capital, QED Investors, A15, PactVC, Nclude",7,"Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East","Commerce and Shopping, Financial Services, Software",,,,,,"E-Commerce, Financial Services, FinTech, SaaS","Abu Dhabi, Abu Dhabi, United Arab Emirates",
Akur8,https://www.crunchbase.com/organization/akur8,Growing,Private,For Profit,101-250,Made Acquisitions,Series C,2024-09-16,,2019-07-01,month,Active,,,3,5,Late Stage Venture,120000000,USD,120000000,120000000,USD,120000000,Series C,186852107,USD,186852107,186852107,USD,186852107,"Partners Group, Guidewire Software, One Peak, Hedosophia, BlackFin Capital Partners",7,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Artificial Intelligence (AI), Data and Analytics, Financial Services, Software",,Medium,,,,"Financial Services, FinTech, Insurance, InsurTech, Machine Learning, SaaS","Paris, Ile-de-France, France",
Bitcoin,https://www.crunchbase.com/organization/bitcoin-llc,Growing,Private,For Profit,101-250,,Venture - Series Unknown,2020-11-30,,2008-01-01,year,Active,,,2,3,,14086804,USD,14086804,14086804,USD,14086804,Venture - Series Unknown,14208804,USD,14208804,14208804,USD,14208804,"Breyer Labs, Larry Zhao, Simon Marquez, Ed King",4,"San Francisco Bay Area, West Coast, Western US","Blockchain and Cryptocurrency, Financial Services, Hardware, Media and Entertainment, Payments, Software",,High,,,,"Bitcoin, Communications Infrastructure, Hardware, Media and Entertainment","San Francisco, California, United States",
Cyble,https://www.crunchbase.com/organization/cyble,Growing,Private,For Profit,251-500,,Series B,2023-11-14,,2019-01-01,year,Active,,,2,11,Early Stage Venture,6200000,USD,6200000,6200000,USD,6200000,Series B,44807000,USD,44807000,44807000,USD,44807000,"Blackbird Ventures, Y Combinator, VentureSouq, King River Capital, Picus Capital",14,"Greater Atlanta Area, East Coast, Southern US","Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Professional Services, Science and Engineering, Software",,High,,,,"Artificial Intelligence (AI), Cloud Security, Cyber Security, Risk Management, Software","Alpharetta, Georgia, United States",
World Labs,https://www.crunchbase.com/organization/world-labs,,Private,For Profit,11-50,,Venture - Series Unknown,2024-09-13,,2024-01-01,day,Active,,,4,2,,230000000,USD,230000000,230000000,USD,230000000,Venture - Series Unknown,230000000,USD,230000000,230000000,USD,230000000,"Shinrai Investments, Andreessen Horowitz, Radical Ventures, New Enterprise Associates, Intel Capital",21,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",,,,,,"3D Technology, Artificial Intelligence (AI), Information Technology","Stanford, California, United States",
Octane,https://www.crunchbase.com/organization/octane-lending,,Private,For Profit,501-1000,,Series E,2024-08-06,,2014-01-01,year,Active,,,5,18,Late Stage Venture,50000000,USD,50000000,50000000,USD,50000000,Series E,221215898,USD,221215898,2298015898,USD,2298015898,"Citi Ventures, Gaingels, Valar Ventures, Third Prime, Upper90",17,"Greater New York Area, East Coast, Northeastern US","Financial Services, Lending and Investments",,,,,,"Credit, Financial Services, FinTech, Lending","New York, New York, United States",
Pipefy,https://www.crunchbase.com/organization/pipefy,Growing,Private,For Profit,501-1000,,Series C,2021-10-26,,2013-01-01,year,Active,,,4,6,Late Stage Venture,75000000,USD,75000000,75000000,USD,75000000,Series C,122737500,USD,122737500,122737500,USD,122737500,"500 Global, Insight Partners, Long Journey Ventures, Endeavor Catalyst, Trinity Ventures",21,"San Francisco Bay Area, West Coast, Western US","Information Technology, Sales and Marketing, Software",$100M to $500M,,,,,"Information Technology, Marketing Automation, SaaS, Sales Automation, Software","San Francisco, California, United States",
Own Company,https://www.crunchbase.com/organization/own-company,Growing,Private,For Profit,501-1000,"Made Acquisitions, Was Acquired",Series E,2021-08-10,,2012-01-01,year,Active,,,4,8,M&A,240000000,USD,240000000,240000000,USD,240000000,Series E,507250000,USD,507250000,507250000,USD,507250000,"Insight Partners, Vertex Ventures, Tiger Global Management, B Capital, Eric Schmidt",14,"Greater New York Area, East Coast, Northeastern US","Data and Analytics, Hardware, Information Technology, Internet Services, Privacy and Security, Sales and Marketing, Software",$1B to $10B,,,,,"Cloud Data Services, Cloud Security, CRM, Data Management, Data Storage, Database, Enterprise Software, SaaS, Software","Englewood Cliffs, New Jersey, United States",
Whatfix,https://www.crunchbase.com/organization/whatfix-2,Growing,Private,For Profit,501-1000,Made Acquisitions,Secondary Market,2024-09-15,,2014-06-15,day,Active,Yes,,2,10,Late Stage Venture,5300000000,INR,63181698,2967400000,INR,35374599,Series E,174919599,USD,174919599,238401297,USD,238401297,"Sequoia Capital, Stellaris Venture Partners, GSF, Peak XV Partners, F-Prime Capital",20,"San Francisco Bay Area, Silicon Valley, West Coast","Apps, Education, Financial Services, Information Technology, Software",,,,,,"Enterprise Applications, Information Technology, InsurTech, Training","San Jose, California, United States",
Robust Intelligence,https://www.crunchbase.com/organization/robust-intelligence,,Private,For Profit,101-250,Was Acquired,Series B,2021-12-09,,2019-01-01,year,Active,,,4,3,M&A,30000000,USD,30000000,30000000,USD,30000000,Series B,44000000,USD,44000000,44000000,USD,44000000,"Sequoia Capital, Tiger Global Management, Engineering Capital, Harpoon, Ram Shriram",6,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Enterprise Software, Machine Learning, Software, Software Engineering","San Francisco, California, United States",
Hotel Engine,https://www.crunchbase.com/organization/hotel-engine,,Private,For Profit,501-1000,,Series C,2024-09-17,,2015-01-01,year,Active,,,1,3,Late Stage Venture,140000000,USD,140000000,140000000,USD,140000000,Series C,221000000,USD,221000000,221000000,USD,221000000,"Permira, Blackstone Group, Telescope Partners",3,"Greater Denver Area, Western US",Travel and Tourism,,,,,,"Business Travel, Hospitality, Hotel, Travel","Denver, Colorado, United States",
Gate.io,https://www.crunchbase.com/organization/gate-io,,Private,For Profit,101-250,,Series A,2022-05-16,,2013-01-01,year,Active,,,1,3,Early Stage Venture,10000000,USD,10000000,10000000,USD,10000000,Series A,74000000,USD,74000000,74000000,USD,74000000,"Gate Ventures, 5 BLOCKS CAPITAL",2,,"Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software",,,,,,"Bitcoin, Cryptocurrency, Ethereum, FinTech, Trading Platform","George Town, Midland, Cayman Islands",63
Kong,https://www.crunchbase.com/organization/konghq,,Private,For Profit,501-1000,Made Acquisitions,Series E,2024-08-16,,2009-01-01,year,Active,,,3,7,Late Stage Venture,79999961,USD,79999961,79999961,USD,79999961,Series E,249100961,USD,249100961,249100961,USD,249100961,"Andreessen Horowitz, Stanford University, Goldman Sachs, New Enterprise Associates, Tiger Global Management",23,"San Francisco Bay Area, West Coast, Western US","Information Technology, Internet Services, Software",$1B to $10B,,,,,"Cloud Computing, Cloud Data Services, Developer APIs, Enterprise Software, Open Source","San Francisco, California, United States",
Protect AI,https://www.crunchbase.com/organization/protect-ai,Growing,Private,For Profit,11-50,Made Acquisitions,Series B,2024-08-02,,2022-01-01,year,Active,,,3,3,Early Stage Venture,60000000,USD,60000000,60000000,USD,60000000,Series B,108500000,USD,108500000,108500000,USD,108500000,"StepStone Group, boldstart ventures, Pelion Venture Partners, Salesforce Ventures, Acrew Capital",13,"Greater Seattle Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",,Medium,,,,"Artificial Intelligence (AI), Cyber Security, Machine Learning, Security, Software","Seattle, Washington, United States",
Drip Capital,https://www.crunchbase.com/organization/drip-capital,Growing,Private,For Profit,251-500,,Debt Financing,2024-09-05,,2015-01-01,year,Active,,,2,17,,90000000,USD,90000000,23000000,USD,23000000,Venture - Series Unknown,108120000,USD,108120000,528120000,USD,528120000,"International Finance Corporation, Y Combinator, Accel, Sumitomo Mitsui Banking Corporation, Peak XV Partners",30,"San Francisco Bay Area, Silicon Valley, West Coast",Financial Services,$100M to $500M,High,,,,"Finance, Financial Services, FinTech","Palo Alto, California, United States",
xAI,https://www.crunchbase.com/organization/xai,Growing,Private,For Profit,11-50,,Series B,2024-05-26,,2023-07-12,day,Active,,,5,3,Early Stage Venture,6000000000,USD,6000000000,6000000000,USD,6000000000,Series B,6384679312,USD,6384679312,6384679312,USD,6384679312,"Fidelity, Andreessen Horowitz, Sequoia Capital, Kingdom Holding Company, X (formerly Twitter)",17,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,High,,,,"Artificial Intelligence (AI), Generative AI, Information Technology, Machine Learning","Burlingame, California, United States",
Codeium,https://www.crunchbase.com/organization/codeium,Growing,Private,For Profit,51-100,,Series C,2024-08-29,,2021-01-01,year,Active,,,2,4,Late Stage Venture,150000000,USD,150000000,150000000,USD,150000000,Series C,243000000,USD,243000000,243000000,USD,243000000,"General Catalyst, Kleiner Perkins, Founders Fund, Howie Liu, Nitesh Banta",10,"San Francisco Bay Area, Silicon Valley, West Coast","Apps, Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,High,,,,"Artificial Intelligence (AI), Enterprise Applications, Machine Learning, Software","Mountain View, California, United States",
Kiteworks,https://www.crunchbase.com/organization/kiteworks,Growing,Private,For Profit,251-500,Made Acquisitions,Private Equity,2024-08-14,,1999-01-01,year,Active,,,2,7,Private Equity,456000000,USD,456000000,456000000,USD,456000000,Private Equity,591410901,USD,591410901,592010901,USD,592010901,"Sixth Street, Insight Partners, Bregal Sagemount, Riverwood Capital",4,"San Francisco Bay Area, Silicon Valley, West Coast","Information Technology, Privacy and Security, Professional Services, Software",$1B to $10B,Medium,,,,"Cloud Security, Compliance, Enterprise Software, File Sharing, Security, Software","San Mateo, California, United States",
Khosla Ventures,https://www.crunchbase.com/organization/khosla-ventures,Growing,Private,For Profit,101-250,,Seed,2017-07-02,Venture Capital,2004-01-01,year,Active,,"Early Stage Venture, Late Stage Venture, Post-Ipo, Seed, Venture",2,1,Seed,1500000,USD,1500000,1500000,USD,1500000,Seed,1500000,USD,1500000,1500000,USD,1500000,Raj Sareen,1,"San Francisco Bay Area, Silicon Valley, West Coast","Financial Services, Lending and Investments",,Medium,,,,"Finance, Financial Services, Venture Capital","Menlo Park, California, United States","1,228"
Caresyntax,https://www.crunchbase.com/organization/caresyntax,Growing,Private,For Profit,101-250,Made Acquisitions,Debt Financing,2024-08-15,,2013-01-01,year,Active,,,1,7,Late Stage Venture,100000000,USD,100000000,80000000,USD,80000000,Series C,287500000,USD,287500000,387500000,USD,387500000,"BlackRock, Bioniq, Mitsubishi Corporation, Intel Capital, Plug and Play",26,"Greater Boston Area, East Coast, New England","Artificial Intelligence (AI), Data and Analytics, Design, Health Care, Information Technology, Science and Engineering, Software",$500M to $1B,,,,,"Analytics, Artificial Intelligence (AI), Data Visualization, Health Care, Medical, Software","Boston, Massachusetts, United States",
Redwood Software,https://www.crunchbase.com/organization/redwood-software,Growing,Private,For Profit,251-500,"Made Acquisitions, Was Acquired",Private Equity,2024-09-10,,1993-01-01,year,Active,,,1,2,M&A,,,,,,,Private Equity,315000000,EUR,382542927,315000000,EUR,382542927,"Warburg Pincus, Turn/River Capital",2,"European Union (EU), Europe, Middle East, and Africa (EMEA)",Software,,,,,,"Enterprise Software, Software, Web Development","Houten, Utrecht, The Netherlands",
Cents,https://www.crunchbase.com/organization/cents-ba2f,,Private,For Profit,11-50,Made Acquisitions,Series B,2024-08-08,,2019-01-01,year,Active,,,4,4,Early Stage Venture,40000000,USD,40000000,40000000,USD,40000000,Series B,74249999,USD,74249999,74249999,USD,74249999,"Alumni Ventures, Tiger Global Management, Bessemer Venture Partners, Cloud Capital, FJ Labs",22,"Greater New York Area, East Coast, Northeastern US","Financial Services, Hardware, Payments, Software",,,,,,"FinTech, Hardware, Payments, SaaS","New York, New York, United States",
Butlr,https://www.crunchbase.com/organization/butlr-0e8d,,Private,For Profit,51-100,,Series B,2024-08-26,,2019-12-01,day,Active,,,2,6,Early Stage Venture,38000000,USD,38000000,38000000,USD,38000000,Series B,68000000,USD,68000000,68000000,USD,68000000,"Carrier, 500 Global, Tiger Global Management, Qualcomm Ventures, Foundry Group",42,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",,,,,,"Analytics, Artificial Intelligence (AI), Machine Learning, Sensor, Software","Burlingame, California, United States",
Flo Health,https://www.crunchbase.com/organization/owhealth,Growing,Private,For Profit,251-500,,Series C,2024-07-30,,2015-01-01,year,Active,,,4,6,Late Stage Venture,156000000,GBP,200576013,156000000,GBP,200576013,Series C,276076013,USD,276076013,276076013,USD,276076013,"Founders Fund, Flint Capital, Target Global, General Atlantic, Mangrove Capital Partners",12,"Europe, Middle East, and Africa (EMEA)","Apps, Artificial Intelligence (AI), Community and Lifestyle, Data and Analytics, Health Care, Science and Engineering, Software",$500M to $1B,,,,,"Apps, Artificial Intelligence (AI), Health Care, Wellness, Women's","London, England, United Kingdom",
Jupiter,https://www.crunchbase.com/organization/amica-financial-technologies,,Private,For Profit,501-1000,Made Acquisitions,Venture - Series Unknown,2024-06-21,,2019-08-01,day,Active,,,1,6,,2400000,USD,2400000,2400000,USD,2400000,Venture - Series Unknown,157400000,USD,157400000,169484594,USD,169484594,"Rainmatter Capital, Titan Capital, Matrix Partners India, Whiteboard Capital, Rocket Internet",26,Asia-Pacific (APAC),"Financial Services, Lending and Investments, Professional Services",,,,,,"Banking, Consulting, Finance, Financial Services, FinTech, Wealth Management","Mumbai, Maharashtra, India",2
Cowbell,https://www.crunchbase.com/organization/cowbell-cyber-inc,,Private,For Profit,101-250,,Series C,2024-07-26,,2019-01-03,day,Active,,,4,5,Late Stage Venture,60000000,USD,60000000,60000000,USD,60000000,Series C,208300000,USD,208300000,208300000,USD,208300000,"Permira, PruVen Capital, Holmes Murphy, Zurich Insurance Group, Prosperity7 Ventures",16,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Financial Services, Professional Services, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), FinTech, Insurance, InsurTech, Risk Management","Pleasanton, California, United States",
Hashed,https://www.crunchbase.com/organization/hashed-f96b,,Private,For Profit,11-50,,Series A,2022-02-04,Venture Capital,2017-09-01,month,Active,,"Convertible Note, Early Stage Venture, Initial Coin Offering, Late Stage Venture, Post-Ipo, Private Equity, Seed, Venture",6,1,Early Stage Venture,26000000000,KRW,21695775,26000000000,KRW,21695775,Series A,26000000000,KRW,21695775,26000000000,KRW,21695775,SK Networks,1,"San Francisco Bay Area, West Coast, Western US","Blockchain and Cryptocurrency, Financial Services, Internet Services, Other, Payments, Software",,,,,,"Blockchain, Cryptocurrency, Internet","San Francisco, California, United States",233
